"Symbol","Price","Beta","VolAvg","MktCap","LastDiv","Range","Changes","companyName","currency","cik","isin","cusip","exchange","exchangeShortName","industry","website","description","CEO","sector","country","fullTimeEmployees","phone","address","city","state","zip","DCF_diff","DCF","image","ipoDate","defaultImage","isEtf","isActivelyTrading","isFund","isAdr"
"ELCP.TA",3855,0.033333,1238,61829188963,0,"3600.0-7500.0",-61,"ELECTRA POWER (2019) LTD","ILA",,,,"Tel Aviv","TLV","Utilities—Regulated Gas","https://www.energy.electra-power.co.il","ELECTRA POWER (2019) LTD engages in the purchase, marketing, and sale of liquefied petroleum gas (LPG), and natural gas and electricity in Israel. The company is involved in the marketing, sale, and distribution of LPG and LPG products; and marketing and sale of natural gas, electricity, and thermal energy. It serves the residential, agricultural, commercial, and industrial sectors. ELECTRA POWER (2019) LTD was founded in 1953 and is based in Netanya, Israel. ELECTRA POWER (2019) LTD is a subsidiary of Elco Ltd.","Chen  Melamed","Utilities","IL","350","972 9 830 8103","36 Yad Harutzim Street","Netanya",,"4250532",,0,"https://financialmodelingprep.com/image-stock/ELCP.TA.png","2020-06-18",true,false,true,false,false
"GNCL.TA",151,0.738572,209350,16334878154,0,"144.7-414.6",3.5,"Gencell Ltd","ILA",,,,"Tel Aviv","TLV","Electrical Equipment & Parts","https://www.gencellenergy.com","GenCell Ltd. engages in the development and production of fuel cell-based energy systems. It offers GenCell BOX, a long-duration backup power solution that provides source of 5kW backup power for telecom and critical communications applications; GenCell REX, a utility backup power solution that produces 5kW of emission-free electricity for substations during power outages; and GenCell FOX, an off-grid power solution for telecom, schools, homes, hospital, border protection, CCTV, water purification and pumps, and heating. The company also provides GENCELL EVOX, a grid independent EV charging station; and GenCell IoT Remote Manager, a backup power solution for utilities, telecom, homeland security, healthcare, and other industrial applications. It operates in Israel, Mexico, the United States, Romania, Germany, Italy, and Canada. GenCell Ltd. was incorporated in 2011 and is headquartered in Petah Tikva, Israel.","Mr. Rami  Reshef","Industrials","IL","157","972 3 726 1616","7 Hatnufa Street","Petah Tikva",,"4951025",,0,"https://financialmodelingprep.com/image-stock/GNCL.TA.png","2020-11-24",true,false,true,false,false
"4005.SR",116,0.375084,90362,5202600000,1,"58.3-141.6",0.2,"National Medical Care Company","SAR",,"SA139051UIH0",,"Saudi","SAU","Medical Care Facilities","https://www.care.med.sa","National Medical Care Company engages in the business to establish, own, equip, operate, manage, and maintain healthcare facilities in the Kingdom of Saudi Arabia. The company operates Riyadh care hospital with a capacity of 325 beds; National hospital with a capacity of 459 beds; Family Health Care Center; and Care Company for Pharmaceutical and Medical Distribution. It also provides home healthcare services. The company was founded in 2003 and is based in Riyadh, the Kingdom of Saudi Arabia.","Dr. Abdulaziz Saleh Alobaid","Healthcare","SA",,"966 11 493 1881","Al Imam Ahmad Ibn hanbal Street","Riyadh",,"11457",,0,"https://financialmodelingprep.com/image-stock/4005.SR.png","2013-03-13",false,false,true,false,false
"2320.SR",30.8,0.950575,182262,1313044040,0.5,"20.34-32.4",0.1,"Al-Babtain Power and Telecommunication Co.","SAR",,"SA000A0LEF64",,"Saudi","SAU","Engineering & Construction","https://www.al-babtain.com.sa","Al-Babtain Power and Telecommunication Co. provides solutions for power and telecommunications infrastructure in Saudi Arabia and internationally. The company offers outdoor lighting products, including functional, decorative, flag, mid hinged, and traffic poles; and high masts, HID and LED street lighting, and flood and obstruction lighting products. It also manufactures transmission and distribution towers, and poles for electric utilities. In addition, the company offers broadcasting towers, guyed masts, telecommunication monopoles, self-support triangular and square towers, rapid deployment vehicles, camouflage classic tubes and monopoles, rapid deployment vehicles, and penetrating and non-penetrating rooftops. Further, it offers CSP support steel structures, PV fix structures, PV solar tracker components, and solar carports. Additionally, it engages in the installation, maintenance, and repair of wind energy networks and generating electrical energy and communication systems; and manufacturing of galvanizing poles and towers. Al-Babtain Power and Telecommunication Co. was founded in 1955 and is based in Riyadh, Saudi Arabia.","Mr. Jawad Jameel Ismail Abu Shehadeh","Industrials","SA",,"966 11 241 1222","PO Box 88373","Riyadh",,"11662",,0,"https://financialmodelingprep.com/image-stock/2320.SR.png","2010-03-04",false,false,true,false,false
"4015.SR",116.4,0,1513500,8149150963,0,"66.0-132.2",-0.4,"Jamjoom Pharmaceuticals Factory Company","SAR",,,,"Saudi","SAU",,"https://www.jamjoompharma.com","Jamjoom Pharmaceuticals Factory Company manufactures and markets pharmaceutical products in the Kingdom of Saudi Arabia and internationally. The company offers products in the therapeutic areas of ophthalmology, dermatology, gastrointestinal, cardiovascular, central nervous system, over the counter, general medicine, and nutraceuticals/consumer health. The company was founded in 1994 and is based in Jeddah, the Kingdom of Saudi Arabia.","Mr. Tarek Youssef Hussein Hosni",,"SA",,"966 12 608 1111","Industrial Area","Jeddah",,"21442",,0,"https://financialmodelingprep.com/image-stock/4015.SR.png","2023-06-20",true,false,true,false,false
"7020.SR",45.35,0.441435,544100,34919500000,1.15,"31.45-50.0",0.85,"Etihad Etisalat Company","SAR",,"SA000A0DM9P2",,"Saudi","SAU","Telecom Services","https://www.mobily.com.sa","Etihad Etisalat Company, through its subsidiaries, operates mobile wireless telecommunication and fiber optic networks in the Kingdom of Saudi Arabia. It manages, installs, and operates telephone networks, terminals, and communication unit systems; and sells and maintains mobile phones and communication unit systems. The company also offers information technology, application, billing and testing support, product marketing, process management, support, call center, and financial services; computer services and related programs and equipment; and consultation services in the telecommunication, computer, software, and media production domains. In addition, it is involved in the construction and maintenance of wired telecommunication networks and related works; installation and maintenance of computers, and wire and wireless telecommunication networks; import, export, sale, and distribution of equipment, machinery, and smart building systems, as well as telecommunications hardware, software, and systems; and marketing and distribution of telecommunication services. Further, the company engages in the wholesale, retail, maintenance, and operation of computers and electronic equipment, as well as in online retail activities. Additionally, it invests funds in shares, bonds, and other securities; and owns real estate, as well as owns and leases intellectual property rights, such as patents and trademarks, concessions, and other intangible rights; and provides import and marketing, data, and related services. The company was incorporated in 2004 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Engineer Salman Bin Abdulaziz R. Al Badran","Communication Services","SA",,"966 56 031 4099","Mobily C1 Alyabis Building","Riyadh",,"11423",,0,"https://financialmodelingprep.com/image-stock/7020.SR.png","2010-03-03",false,false,true,false,false
"3090.SR",15.4,0.727488,98778,1386000000,0.25,"14.06-18.12",-0.14,"Tabuk Cement Company","SAR",,"SA0007879535",,"Saudi","SAU","Building Materials","https://www.tcc-sa.net","Tabuk Cement Company manufactures and sells cement and related products for construction industries and infrastructure projects in Saudi Arabia. It offers ordinary Portland cement, sulphate resisting Portland cement, and Portland pozzolan cement. The company also engages in the establishment of factories and plants for manufacturing cement related products and construction materials; and export of cement and related products. The company was founded in 1994 and is headquartered in Tabuk, Saudi Arabia.","Engineer Ali Bin Mohammed Al-Qahtani","Basic Materials","SA",,"966 4 432 4100","Duba North near to Duba Sea Port","Tabuk",,,,0,"https://financialmodelingprep.com/image-stock/3090.SR.png","2010-03-03",false,false,true,false,false
"8020.SR",22.56,0.915707,618664,1128000000,0,"10.34-26.35",-2.49,"Malath Cooperative Insurance Company","SAR",,"SA000A0MJ2J4",,"Saudi","SAU","Insurance—Property & Casualty","https://www.malath.com.sa","Malath Cooperative Insurance Company provides insurance products and services to individuals, small businesses, mid-sized and large companies, and corporations in the Kingdom of Saudi Arabia. The company operates through Medical, Motor, Property and Casualty, and Protection and Savings segments. It offers marine cargo in transit and ships against marine perils insurance products; engineering insurance that provides coverage for loss or damage to construction works or erection and installation of plant and machinery; and health, motor vehicles, fire and burglary, public liability, personal accident, and workmen compensation insurance products. The company was incorporated in 2007 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Mr. Fawaz  bin Abdulrahman Al-Hijji","Financial Services","SA",,"966 11 416 8222","Prince Mohammed Bin Abdulaziz Road","Riyadh",,"11625",,0,"https://financialmodelingprep.com/image-stock/8020.SR.png","2010-03-03",false,false,true,false,false
"BRND.TA",258.7,0.410968,23884,13496689691,0.03,"197.7-419.5",-0.3,"Brand Group (M.G) Ltd","ILA",,,,"Tel Aviv","TLV","Steel","https://www.brand-industries.com","Brand Group (M.G) Ltd, together with its subsidiaries, engages in metal construction and infrastructure, energy facilities, petrochemical facilities, and other industrial facilities in Israel. The company constructs large industrial plants, high-rise steel buildings, public buildings, residential buildings, and commercial and business buildings; supply assemblies to stations for producing electrical power with coal, gas, and other technologies; provides construction for transport and infrastructure made of steel; and produce steel accumulators and containers of different sizes and bodies. The company was formerly known as Brand Industries Ltd. and changed its name to Brand Group (M.G) Ltd in November 2021. Brand Group (M.G) Ltd was incorporated in 1978 and is based in Yeruham, Israel.","Mr. Alon  Harpaz","Basic Materials","IL","234","972 8 658 9588","POB 145","Yeruham",,,,0,"https://financialmodelingprep.com/image-stock/BRND.TA.png","2002-08-12",true,false,true,false,false
"8010.SR",137.8,0.432295,122251,17225000000,1,"69.0-162.0",-0.8,"The Company for Cooperative Insurance","SAR",,"SA000A0DPSH3",,"Saudi","SAU","Insurance—Diversified","https://www.tawuniya.com.sa","The Company for Cooperative Insurance provides various insurance and reinsurance solutions for individuals and companies in the Kingdom of Saudi Arabia. It operates through Medical, Medical Umrah, Motor Insurance, Property and Casualty, General Accident Insurance, Travel and COVID-19, Protection and Saving, and Teejan Al- Khaleej segments. The company offers medical, motor, marine, fire, engineering, energy, aviation, takaful, property and casualty, energy, general accident, international travel, medical malpractice, COVID-19 travel, shop owners, and protection and savings insurance products. It also provides manafeth third party liability insurance for foreign vehicles, as well as consulting services; and facilities for insurance and healthcare businesses. The company was formerly known as National Company for Cooperative Insurance and changed its name to The Company for Cooperative Insurance in 2004. The Company for Cooperative Insurance was incorporated in 1986 and is headquartered in Riyadh, Saudi Arabia.","Mr. Othman Yousef Alkassabi","Financial Services","SA","267","966 11 252 5800","6507 Thomamah Road","Riyadh",,"11632",,0,"https://financialmodelingprep.com/image-stock/8010.SR.png","2010-03-04",false,false,true,false,false
"1180.SR",36.4,0.422139,2917797,217051012506,1.7,"29.8125-54.975",0.4,"The Saudi National Bank","SAR",,"SA13L050IE10",,"Saudi","SAU","Banks—Regional","https://www.alahli.com","The Saudi National Bank provides various banking products and services in Saudi Arabia. The company operates through four segments: Retail, Wholesale, Capital Market, and International. The Retail segment provides banking services, including lending and current accounts, as well as products in compliance with Shariah rules to individuals and private banking customers. The Wholesale segment offers various conventional credit-related products and financing products to small sized businesses, medium and large establishments, and companies, as well as various treasury and correspondent banking products and services comprising money market and foreign exchange; carries out investment and trading activities; and manages liquidity, market, and credit risks related to investments. The Capital Market segment offers wealth management, asset management, investment banking, and shares brokerage services. The International segment provides banking services outside Saudi Arabia. It also distributes and markets Islamic insurance products; operates as a private equity and hedge fund; issues bonds; invests in and manages real estate development projects; engages in trading in derivatives and repos/reverse repos activities; and provides recruitment and trade finance services. In addition, the company offers debit and credit cards; online and mobile banking services; safe deposit boxes; and cash management and currency exchange services. It operates through 506 branches, 12 retail service centers, 7 corporate service centers, and 130 QuickPay remittance centers in Saudi Arabia, as well as four overseas branches in the Kingdom of Bahrain, the United Arab Emirates, Qatar, and the Republic of Singapore. The company was formerly known as The National Commercial Bank and changed its name to The Saudi National Bank in April 2021. The Saudi National Bank was founded in 1953 and is headquartered in Riyadh, Saudi Arabia.","Mr. Talal Bin Ahmed Al Khereiji","Financial Services","SA","15906","966 11 299 9666","The Saudi National Bank Tower","Riyadh",,"13519",,0,"https://financialmodelingprep.com/image-stock/1180.SR.png","2014-11-12",false,false,true,false,false
"2180.SR",41.9,0.646919,94052,481850000,9,"26.403395-48.7",0.35,"Filling and Packing Materials Manufacturing Company","SAR",,,,"Saudi","SAU","Packaging & Containers","https://fipco.com.sa","Filling and Packing Materials Manufacturing Company develops, produces, and sells jumbo bags and other woven poly-propylene packaging products for industrial, agricultural, and general applications in the Kingdom of Saudi Arabia and internationally. It offers jumbo bags for packing, handling, storage, and transport of materials in bulk quantities; small PP woven bags for packing fertilizers, feeds, grains, barley, flour, salt, sugar, seeds, and other lumpy and fine materials; and valve bags for packing cement, chemical material, feeds, fertilizers, etc. The company also provides strapping bands, which are used to strap small and big boxes, bales, bricks, and various other products; and cable filler yarns and sewing threads used in the manufacture of electric cables. In addition, it offers flame-retardant and conductive fabrics and sacks, including tubular rolls or sheets; and container liner products for transport of dry flow able products. Filling and Packing Materials Manufacturing Company was founded in 1991 and is based in Riyadh, the Kingdom of Saudi Arabia.","Mr. Adullah  Bin Muhammad Alharbi","Consumer Cyclical","SA",,"966 11 265 2299","New Industrial City","Riyadh",,"11492",,0,"https://financialmodelingprep.com/image-stock/2180.SR.png","2010-03-04",false,false,true,false,false
"9511.SR",50,0.344879,8789,1875000000,2,"43.35-61.0",0.4,"Sumou Real Estate Company","SAR",,,,"Saudi","SAU","Real Estate—Development","https://www.sumou.com.sa","Sumou Real Estate Company, together with its subsidiaries, engages in the construction of residential and non-residential properties in Saudi Arabia. It operates through Real Estate Project Development; Real Estate Project Management; and Investments. The company constructs schools, hospitals, hotels, airports, and prefabricated building on sites; renovates residential and non-residential buildings; and purchases and sells land and real estate properties. It also acts as a sales agent in food and beverages. The company was founded in 2007 and is headquartered in Al Khobar, Saudi Arabia. Sumou Real Estate Company is a subsidiary of Sumou Holding Company.","","Real Estate","SA",,"966 13 887 8888","Al-Khobar","Al Khobar",,"31952",,0,"https://financialmodelingprep.com/image-stock/9511.SR.png","2021-07-01",false,false,true,false,false
"2082.SR",187.4,0,220795,137008145997,0.83,"128.0-195.0",3.4,"ACWA POWER Company","SAR",,"SA15CGS10H12",,"Saudi","SAU","Utilities—Independent Power Producers","https://www.acwapower.com","ACWA Power Company invests in, develops, constructs, and operates power generation, green hydrogen, and desalinated water plants worldwide. It operates through Thermal and Water Desalination; Renewables; and Others segments. The company also engages in the leasing, installation, operation and maintenance, and contracting of electricity generation, water desalination, and steam plants; and distribution of electricity, desalinated water, and steam, as well as other related or auxiliary business activities. It generates power through a range of fossil fuel and renewable sources, such as oil, coal, gas, solar, hydrogen, and wind. The company operates 67 power generation and water desalination projects in Bahrain, the United Arab Emirates, Azerbaijan, the Kingdom of Saudi Arabia, Oman, Jordan, Egypt, South Africa, Turkey, and Vietnam. The company was formerly known as International Company for Water and Power Projects and changed its name to ACWA POWER Company in January 2022. ACWA Power Company was founded in 2004 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Mr. Marco Piero Arcelli","Utilities","SA",,"966 11 283 5555","Business Gate Office Complex","Riyadh",,"11416",,0,"https://financialmodelingprep.com/image-stock/2082.SR.png","2021-12-19",false,false,true,false,false
"6050.SR",29.15,0.475626,221811,1166000000,0,"24.86-41.9",-0.05,"Saudi Fisheries Company","SAR",,"SA0007879600",,"Saudi","SAU","Farm Products","https://www.alasmak.com.sa","Saudi Fisheries Company engages in fishing, fish-farming, and marketing activities in the Kingdom of Saudi Arabia. The company's seafood products include hareed, hamour baloul, zubaidi, shaour emperor, andak red sea bream, dennis seabream, qarous sea bass, hamor seaman, and nagel fish, as well as crab, peeled shrimp, lobster, squid, and salmon and knad steaks. It also offers meal products, including salmon grilled with rice, sweet sour shrimp with rice, tempura fish, fried prawns with potatoes, daqoos, flour, thome, green salad, spiced eggplant, rabban timbora, his sanctity, and chickpeas, as well as frozen shrimp. In addition, the company is involved in the operation of fish and shrimp farms; ice production and storage facilities; and operation and management of seafood restaurants. In addition, it engages in the sorting, cleaning, and chopping of fish, as well as preservation, cooking, and packing; and provision of logistic services, which include procurement, transportation, and warehouse of products. The company was founded in 1980 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Mr. Awwad Farouq Al-Dasouqi","Consumer Defensive","SA",,"966 920000527","8705 Nasr Bin Ghanem - Al Malaz","Riyadh",,"12641",,0,"https://financialmodelingprep.com/image-stock/6050.SR.png","2010-03-03",false,false,true,false,false
"2083.SR",76.9,0,951453,19225000000,2.2,"44.25-91.5",0.3,"The Power and Water Utility Company for Jubail and Yanbu","SAR",,,,"Saudi","SAU","","https://www.marafiq.com.sa","The Power and Water Utility Company for Jubail and Yanbu engages in the operation, maintenance, management, expansion, and construction of power and water systems to provide utility services to government, industrial, commercial, and residential customers. The company is involved in distribution and sale of gas; power generation, transmission, and distribution operations; seawater cooling systems; district cooling systems, desalinated and treated water systems, and sanitary and industrial drainage systems; as well as electricity systems, and transmission and distribution pipeline networks. The company was incorporated in 2000 and is headquartered in Jubail, Saudi Arabia.","Mohammed Berki Al-Zuabi","","SA","2107","920 020 084","Support Industrial Zone","Jubail",,"35717",,0,"https://financialmodelingprep.com/image-stock/2083.SR.png","2022-11-28",true,false,true,false,false
"6004.SR",106,0.502708,347165,8692000000,1.5,"69.6-128.8",1,"Saudi Airlines Catering Company","SAR",,"SA1330R2TQ16",,"Saudi","SAU","Airports & Air Services","https://www.saudiacatering.com/en/home","Saudi Airlines Catering Company offers catering and other support services to flights operated by Saudi Arabian and other airlines in the Kingdom of Saudi Arabia. The company operates through three segments: Inflight, Retail, and Catering and Facilities. It offers in-flight catering services; and manages airport lounges. The company also provides SkySales, an in-flight shopping service; catering, accommodation management, laundry, and cleaning services to companies in remote sites; and on-platform and onboard catering services for passengers in rail terminals. In addition, it offers catering services to private sector firms and government offices, as well as hospitals and clinics; commercial laundry services to airlines, hotels, industrial operations, hospitals, and other clients; Hajj and Umrah catering services; and security services. Saudi Airlines Catering Company was founded in 1981 and is headquartered in Jeddah, the Kingdom of Saudi Arabia.","Mr. Wajdy Mohamed Al-Ghabban","Industrials","SA",,,"A1 Saeb A1 Jamari Street","Jeddah",,"21413",,0,"https://financialmodelingprep.com/image-stock/6004.SR.png","2012-10-13",false,false,true,false,false
"4040.SR",17.92,0.949898,272761,2240000000,5,"14.4-20.18",0.08,"Saudi Public Transport Company","SAR",,"SA0007870062",,"Saudi","SAU","Railroads","https://www.saptco.com.sa","Saudi Public Transport Company provides transportation services in the Kingdom of Saudi Arabia and internationally. The company operates through Passenger Transport, Specialized Services, and Public Transportation Project segments. It offers school and university bus transport, teachers transport, and private transport services; non-postal parcel, cargo, and VIP services; contract, leasing, and charter services; and car rental services. The company also provides intercity, international, and urban transport services, as well as limousine services for corporates and individuals. In addition, it offers Rekab, a smart on-demand mobility solution for passengers; operates and maintains trains, metros, motor vehicles and trucks, and buses; and organizes tours. The company was founded in 1979 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Engineer Khalid Bin Abdullah Al Hogail","Industrials","SA",,"966 92 002 6888","Building No. 7995","Riyadh",,"11443",,0,"https://financialmodelingprep.com/image-stock/4040.SR.png","2010-03-03",false,false,true,false,false
"1810.SR",27.75,0.795192,750319,7164800472,5.7858410000000005,"16.46-29.8",-0.35,"Seera Holding Group","SAR",,"SA132GSGS910",,"Saudi","SAU","Travel Services","https://www.seera.sa","Seera Holding Group, together with its subsidiaries, provides travel and tourism services in the Kingdom of Saudi Arabia, the United Kingdom, and internationally. It offers airline ticketing services, hotel booking, package holidays, real estate and rooms on rent, car rental, and other services. The company is also involved in the event organization, ownership and rental of airplane, and sports activities. In addition, it provides call center, IT, transport, and SMS and multimedia services. The company offers its products and services under the Discover Saudi, Almosafer, Mawasim, and Lumi brands. The company was formerly known as Al Tayyar Travel Group Holding Company and changed its name to Seera Holding Group in April 2019. Seera Holding Group was founded in 1979 and is headquartered in Riyadh, the Kingdom of Saudi Arabia.","Mr. Abdullah  Bin Nasser Al-Dawood","Consumer Cyclical","SA",,"966 112909303","Imam Saud Bin Abdulaziz Bin Mohammed Roa","Riyadh",,"12476",,0,"https://financialmodelingprep.com/image-stock/1810.SR.png","2012-06-09",false,false,true,false,false
"1302.SR",35.45,0.852742,260909,2127000000,1.3,"26.9-41.15",0.3,"Bawan Company","SAR",,"SA13DG50KB18",,"Saudi","SAU","Building Products & Equipment","https://www.bawan.com.sa","Bawan Company manufactures and sells metal and steel works. The company's Metal and Wood segment produces wooden pallets, plywood panels and boards, medium Wood and high density coated in decoration paper, platforms, wooden bowls and boxes, premade hangars and steel buildings, and forming and bending rebars; provides general contracting services, such as repair, demolition, rebuilding, and construction of residential, commercial and public buildings, educational recreational, and health facilities; offers maintenance, operation, and installation of equipment, devices, and electrical and electronic systems; provides iron and wood doors and their installation, carpentry, painting, and drawing on iron and wood; and undertakes aluminum, electrical extension, roads, and bridges and street works. Its Plastic segment manufactures plates and polystyrene foam, packaging and insulation slices from polyethylene foam, soft colored polyvinyl chloride sheets, rigid colored and non-colored polyvinyl chloride sheets, soft and hard polyvinyl chloride sheets padded by polystyrene, and parts for vacuum fans, transparent containers of PET polyethylene, polyethylene bottles, and PET preforms and their covers. The company's Electrical segment is involved in the wholesale and retail of electric transformers, voltage stabilizers, battery chargers, welding caustics, electric substations, electric station equipment, and voltage transformers; trading and distribution, import and export, testing and inspection services; and goods and commodities clearance and double-weight services. Its Concrete segment produces concrete products; provides repair and maintenance of laboratory tools and equipment, machines, industrial, electrical and non-electrical equipment, and desalination and sewage plants; and undertakes electrical and mechanical works. The company was founded in 1980 and is headquartered in Riyadh, Saudi Arabia.","Mr. Abdullah Abduaziz Al-Rabiah","Industrials","SA",,"966 11 291 7799","Aloula Bldg.","Riyadh",,"11371",,0,"https://financialmodelingprep.com/image-stock/1302.SR.png","2014-06-24",false,false,true,false,false
"2350.SR",12.38,0.622545,1329782,18570000000,0,"10.8-16.56",0.28,"Saudi Kayan Petrochemical Company","SAR",,"SA000A0MQCJ2",,"Saudi","SAU","Chemicals","https://www.saudikayan.com","Saudi Kayan Petrochemical Company manufactures and sells chemicals, polymers, and specialty products. The company offers ethylene for use as a feed stock for polyethylene and ethylene glycol; propylene for use as a feed stock for polypropylene and cumene; benzene for use as a feed stock for cumene plant; polypropylene for automotive, electric appliances, hot water pipe systems fibers, and film wraps; and high and low density polyethylene for automotive gasoline tanks, pipes, bottles, and containers. It also provides ethylene oxide for use as a feed stock to ethylene glycols, polycarbonates, and ethanolamines; monoethylene glycol for use in polyester fibers, soft drinks packaging, antifreeze and coolants, heat transfer fluids, and chemical intermediates; diethylene glycol used in unsaturated polyester resin, polyurethane, plasticizer, grinding aid, gas dehydration, printing ink, and paint pigment manufacturing; and triethylene glycol for the dehydration of industrial gases and solvents, and plasticizers. In addition, the company offers cumene and phenol used as a feed stock to phenol and Bisphenol-A plants; acetone used in solvents, and BPA and methyl methacrylate manufacturing; bisphenol A for use in polycarbonates and epoxy resins; and polycarbonate for use in optical media, construction and housing, automotive, aircraft, electronic components, lenses, toys, hobby items, and medical appliances. Further, it provides monoethanolamine, diethanolamine, and triethanolamine used in gas sweetening, detergent and specialty cleaning formulations, concrete mixtures, foam catalysts, pharmaceuticals, personal care products, and herbicides; ethoxylates for the detergent, paint, and leather industries; N-butanol for use in solvents, plasticizers, and coatings; iso-butanol used in direct solvents, chemical intermediates, and additives; and natural detergent alcohol for use in detergents. The company was incorporated in 2007 and is headquartered in Jubail, Saudi Arabia.","Engineer Metab Zaid Al-Shahrani","Basic Materials","SA",,"966 13 356 3345","PO Box 110320","Jubail",,"31961",,0,"https://financialmodelingprep.com/image-stock/2350.SR.png","2010-03-04",false,false,true,false,false
"4141.SR",74.5,0.742876,38938,447000000,0.75,"69.4-98.0",-0.4,"Al-Omran Industrial Trading Company","SAR",,,,"Saudi","SAU","Conglomerates","https://www.alomranco.com","Al-Omran Industrial Trading Company manufactures, imports, sells, wholesales, retails, and exports household and electronic devices and products. It offers air conditioners and its spare parts, refrigerators, freezers, water and liquid coolers, spoons, shokats, fitting connections, profile water standards, cashers, washing machines, shopping carts, and display shelves; plastic knives, chairs, containers, and refrigerator door profiles; and metal, paper, and cardboard products. The company was founded in 2003 and is based in Riyadh, Saudi Arabia.","Mr. Abdul Rahman Mohammed Naser Bin Omran","Industrials","SA",,"966 1 1230 5566","Astoria Complex","Riyadh",,"11511",,0,"https://financialmodelingprep.com/image-stock/4141.SR.png","2020-07-21",false,false,true,false,false
"GLRS.TA",40660,0.256105,372,49971141626,52.07,"35010.0-45500.0",-780,"Globrands Ltd.","ILA",,,,"Tel Aviv","TLV","Food Distribution","https://www.globrands.co.il","Globrands Ltd. imports, distributes, markets, and sells tobacco, and food and confectionery products primarily in Israel. It operates in Smoking Products, and Confectionery and Snacks divisions. The company imports and distributes cigarettes under the Kent, Pall Mall, Vogue, Rotmans, and Lucky Strike brand names. It serves primarily retail customers and multinational corporations. The company was founded in 2000 and is based in Tel Aviv, Israel.","Mr. Gadi Guideon Netzer","Consumer Defensive","IL","260","972 3 948 3535","Heschel Boulevard 9","Tel Aviv",,"6789009",,0,"https://financialmodelingprep.com/image-stock/GLRS.TA.png","2022-03-31",true,false,true,false,false
"2290.SR",44.45,0.628977,367004,25003123578,2.25,"38.85-53.6",0.35,"Yanbu National Petrochemical Company","SAR",,"SA000A0HNF36",,"Saudi","SAU","Chemicals","https://www.yansab.com.sa","Yanbu National Petrochemical Company manufactures and sells petrochemical products in Saudi Arabia. It provides ethylene, propylene, mono ethylene glycol, di ethylene glycol, tri ethylene glycol, polypropylene, low linear density polyethylene, high density polyethylene, butene 1, butene 2, MTBE, benzene, and TX. The company was founded in 2006 and is based in Yanbu, Saudi Arabia. Yanbu National Petrochemical Company is a subsidiary of Saudi Basic Industries Corporation.","Mr. Mohammed A. Bazaid","Basic Materials","SA",,"966 4 325 9000","PO Box 31396","Yanbu",,"51000",,0,"https://financialmodelingprep.com/image-stock/2290.SR.png","2010-03-03",false,false,true,false,false
"XTLB.TA",3.3,0.863236,506475,169688,0,"0.03-3.4",-0.1,"XTL Biopharmaceuticals Ltd.","ILA",,,,"Tel Aviv","TLV","","https://www.xtlbio.com","XTL Biopharmaceuticals Ltd., a biopharmaceutical company, engages in the acquisition and development of pharmaceutical products for the treatment of autoimmune diseases. The company's lead drug candidate is hCDR1, a Phase II-ready asset for the treatment of systemic lupus erythematosus and Sjogren's syndrome. It has a licensing agreement with Yeda Research and Development Company Limited for the research, development, and commercialization of hCDR1 for various indications. The company was formerly known as Xenograft Technologies Ltd. and changed its name to XTL Biopharmaceuticals Ltd. in July 1995. XTL Biopharmaceuticals Ltd. was incorporated in 1993 and is headquartered in Ramat Gan, Israel.","Mr. Shlomo Spokone Shalev","","IL",,"972 3 611 6600","5 Badner Street","Ramat Gan",,"5218102",,0,"https://financialmodelingprep.com/image-stock/XTLB.TA.png","2005-08-30",true,false,true,false,false
"2140.SR",19,0.731211,302240,1532089776,0,"13.36-20.98",0.92,"Ayyan Investment Company","SAR",,,,"Saudi","SAU","Asset Management","https://ayyan.com.sa","Ayyan Investment Company, together with its subsidiaries, engages in the construction of non-residential buildings in the Kingdom of Saudi Arabia. Its non-residential buildings include schools, hospital, hotels, etc. The company also establishes and operates health, education, tourism, and agricultural facilities; and cold storage facilities, transport fleets, and gas stations. In addition, it maintains, manages, and operates industrial and residential properties, as well as hospitals, clinics, medical centers, and dispensaries; owns lands; and invests in securities. Further, the company produces and sells dates and its derivatives. The company was formerly known as Al Ahsa Development Company and changed its name to Ayyan Investment Company in July 2020. Ayyan Investment Company was founded in 1993 and is headquartered in Al Khobar, the Kingdom of Saudi Arabia.","Mr. Raed Bin Mohammed Al-Naeem","Financial Services","SA",,"966 13 88 22130","Macro Business Center","Al Khobar",,"31952",,0,"https://financialmodelingprep.com/image-stock/2140.SR.png","2010-03-04",false,false,true,false,false
